kategoria,nazwa,adres,teryt_gmina
apteka,ZETFARM TOMASZ ZARZYCKI,"gen. Leopolda Okulickiego 2E, 80-041 Gdańsk",
apteka,Apteka mgr farm. Damian Biskup,"Zakładowa 1, 83-407 Łubiana",2206042
apteka,ACGG SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,"Galla Anonima 12, 82-400 Sztum",2216054
apteka,APTEKI DLA WAS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,"Biwakowa 3, 80-299 Gdańsk",
apteka,"APTEKA ""MIRACULUM"" EWA KUCZWALSKA","Szczecińska 6, 76-251 Kobylnica",2212063
apteka,"APTEKA ""POD EMKĄ"" ALICJA WASIAK","Zygmunta Augusta 14, 76-200 Słupsk",
apteka,WRACAM DO ZDROWIA 3 SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,"Kościuszki 39, 89-650 Czersk",
apteka,"APTEKA CETNIEWSKA B.BONISŁAWSKA-KOLENDA, E.KOZAK SPÓŁKA JAWNA","Słoneczna 16A, 84-120 Władysławowo",
apteka,WRACAM DO ZDROWIA 12 SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,"gen. Józefa Hallera 21B, 83-200 Starogard Gdański",2213031
apteka,"APTEKA ""NAD JAREM"" ELWIRA MARKOWSKA","Nad Jarem 93, 83-200 Starogard Gdański",
apteka,"""APTEKA ŚW. JANA"" KRYSTYNA PIĘKOŚ, SŁAWOMIR PIĘKOŚ, JADWIGA PIĘKOŚ - SPÓŁKA JAWNA","Redłowska 39A, 81-450 Gdynia",
apteka,Apteka Dworcowa w Wejherowie Sp. z o.o.,"Dworcowa 3, 84-200 Wejherowo",
apteka,"APTEKA ""JABŁOŃSKICH"" MGR FARM. HALINA JABŁOŃSKA 82-550 PRABUTY UL. DASZYŃSKIEGO 1A","Daszyńskiego 1A, 82-550 Prabuty",
apteka,"APTEKA ""SŁONECZNA"" JANINA SOCHACKA-BOLAŁEK, KATARZYNA WINNICKA S.C.","Wiśniowa 1B, 89-600 Chojnice",
apteka,"""VITAL BJ"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ","Stanisława Staszica 2, 83-400 Kościerzyna",
apteka,"APTEKA ""ASPIRYNKA"" MGR FARM. ELŻBIETA GRZONKOWSKA","Sobieskiego 5, 77-300 Człuchów",
apteka,Apteka Vena Chrabkowska Raszkiewicz Spółka Jawna,"Starowiejska 56, 81-356 Gdynia",2262011
apteka,Apteka Rodzinna Przemysław Szkutnik Sp.j.,"Lęborska 11, 77-100 Bytów",
apteka,"APTEKA NOWA SPÓŁKA JAWNA MGR FARM. IWONA SOBECKA, KRZYSZTOF WÓJTOWICZ","gen. Władysława Sikorskiego 24, 82-100 Nowy Dwór Gdański",2210024
apteka,ANW Sp. z o.o.,"Grunwaldzka 24A, 84-351 Nowa Wieś Lęborska",2208042
apteka,EWA ASMUS-WITTBRODT APTEKA POD WIEŻĄ,"Wojska Polskiego 7, 84-100 Puck",
apteka,DYŻURNA SOPOT FARM1 SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA JAWNA,"Tadeusza Kościuszki 7, 81-704 Sopot",2264011
apteka,Katarzyna Welcer Apteka 'POD KORABIEM',"Legionów 115D, 81-472 Gdynia",
apteka,"KATARZYNA MACIĄŻEK-KUPIDURA APTEKA ""MAGNOLIA""","Józefa Konrada Korzeniowskiego 66, 83-000 Pruszcz Gdański",
apteka,"ZENON PATUREJ "" APTEKA KRÓLOWEJ JADWIGI I APTEKA PIASTOWSKA ""","Królowej Jadwigi 12B, 77-200 Miastko",
apteka,"Przedsiębiorstwo Produkcyjno-Handlowe ""APIMEX"" Sp. z o.o.","Piecewska 26, 80-288 Gdańsk",
apteka,DARIA EPIMACH-SZYPIŁŁO MAŁGORZATA AUGUSTYN-GÓRECKA SPÓŁKA JAWNA,"Gospody 19A, 80-344 Gdańsk",2261011
apteka,"APTEKA ""SŁONECZNA"" MAŁGORZATA STANIEWICZ-REGINIS","Cystersów 4, 83-236 Pogódki",2213093
apteka,"APTEKA ""HERBOWA"" Teresa Branicka , FIRMA ""HERBOWA""","Słowackiego 1, 82-440 Dzierzgoń",2216013
apteka,mgr farm. Alina Aszendorf-Klimczuk,"Królewska 9, 84-104 Jastrzębia Góra",2211045
apteka,NATURA-APTEKA ALLOPATYCZNO-HOMEOPATYCZNA MGR FARM.DOROTA POLKOWSKA,"Gospody 3B, 80-344 Gdańsk",
apteka,PS MEDICAMENT Spółka z ograniczoną odpowiedzialnością,"Gdańska 63, 82-110 Sztutowo",
apteka,OLGA ORŁOWSKA - ALFA,"Pomorska 11A, 84-230 Rumia",
apteka,4 PHARMA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,"Powstania Styczniowego 10, 81-519 Gdynia",2262011
apteka,AP CENTER Sp. z o.o.,"Henryka Sienkiewicza 17, 82-100 Nowy Dwór Gdański",2210024
apteka,BRAVO SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,"Ludwika Beethovena 22A, 80-171 Gdańsk",2261011
apteka,APTEKA ''ZABORSKA'' MGR FARM. EDWARD ANDRZEJCZAK,"Dworcowa 20, 89-632 Brusy",
apteka,"""VITAL BJ"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ","Wyzwolenia 12, 83-430 Stara Kiszewa",
apteka,Panaceum A.B.D. Zielińscy spółka jawna,"Aleja ks. Józefa Waląga 3, 83-000 Pruszcz Gdański",2204011
apteka,Piotr Iwicki,"Piotra Norblina 28, 80-304 Gdańsk",
apteka,APTEKA DLA ZDROWIA MGR FARM. DOROTA KALICKA,"Warszawska 34, 81-317 Gdynia",
apteka,Przedsiębiorstwo Usługowo - Handlowe FARMED Spółka z ograniczoną odpowiedzialnością,"Wyzwolenia 13a, 83-425 Dziemiany",2206022
apteka,PATI Sp. z o.o.,"Franciszka Schuberta 102A, 80-172 Gdańsk",
apteka,"Przedsiębiorstwo Farmaceutyczne ""Apexim"" s.a.","Gdańska 49, 89-600 Chojnice",2202011
apteka,MAGDALENA KURZĘPA,"Kolonijna 2, 80-680 Gdańsk",
apteka,APTEKA HELIOS - GRZEGORZ MACIEJEWSKI,"Wojska Polskiego 36E, 77-100 Bytów",
apteka,4 PHARMA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,"Pańska 6, 80-844 Gdańsk",2261011
apteka,"""VITAL BJ"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ","Aleja Grunwaldzka 212, 80-266 Gdańsk",2261011
apteka,APTEKA DYŻURNA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,"Kaszubski 8, 81-350 Gdynia",
apteka,KUJAWY JARANOWSKA MANIKOWSKA SPÓŁKA JAWNA,"Gościnna 3, 80-032 Gdańsk",2261011
apteka,Apteka mgr farm. Damian Biskup,"Długa 21, 83-400 Kościerzyna",
apteka,Przedsiębiorstwo Usługowo - Handlowe FARMED Spółka z ograniczoną odpowiedzialnością,"Alojzego Piechowskiego 36, 83-400 Kościerzyna",
apteka,4 PHARMA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,"Podwale Grodzkie 1, 80-895 Gdańsk",
apteka,"Apteka ""Orłowska"" E.Borowska K.Borowski Sp.j.","Wrocławska 54, 81-553 Gdynia",2262011
apteka,"KOZŁOWSKA BOŻENA Nazwa: Apteka ""REMEDIUM""","Pierwszych Osadników 37a, 84-210 Choczewo",2215042
apteka,WRACAM DO ZDROWIA 10 SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,"Juranda ze Spychowa 2, 83-200 Starogard Gdański",2213031
apteka,FARMJUG Sp. z o.o.,"gen. Józefa Wybickiego 3A, 83-300 Kartuzy",
apteka,FARMJUG Sp. z o.o.,"3 Maja 13, 83-300 Kartuzy",2205024
apteka,FIRMA HANDLOWO- USŁUGOWA ~PARTNER~ SYLWIA GĄSIENICA,"Kołłątaja 25, 76-200 Słupsk",2263011
apteka,WRACAM DO ZDROWIA 3 SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,"Okrężna 10A, 83-262 Czarna Woda",2213014
apteka,APTEKA STARTOWA ALICJA MIRECKA-CHMURA,"Startowa 1, 80-461 Gdańsk",
apteka,PPH Vademecum Sp. z o.o.,"Grunwaldzka 83, 80-244 Gdańsk",
apteka,"WOJCIECH DOMINO "" A P T E K A POD LWEM ""","Pomorska 12, 77-235 Trzebielino",
apteka,Jarosław Potasznik,"Niepodległości 2A, 83-200 Starogard Gdański",
apteka,Euro-Apteka Sp. z o.o.,"Niska 1, 81-646 Gdynia",2262011
apteka,KUJAWY JARANOWSKA MANIKOWSKA SPÓŁKA JAWNA,"Antoniego Abrahama 48, 81-395 Gdynia",2262011
apteka,APTEKA ŚW. KRZYSZTOFA IZABELA WOJTKOWSKA-WYSZKOWSKA,"Grunwaldzka 60, 80-241 Gdańsk",
apteka,JOANNA ŻMUDA-TRZEBIATOWSKA APTEKA 'PRZY ALEI',"bp. Dominika 8-14, 81-402 Gdynia",
apteka,"APTEKA ""POD GRYFEM POMORSKIM"" IWONA RUTKOWSKA","Gryfa Pomorskiego 79D, 81-572 Gdynia",
apteka,APTEKA S.C. MGR FARM. A. I P. PERFIKOWSCY,"Parkowa 1, 82-501 Rakowiec",2207032
apteka,Przedsiębiorstwo Zaopatrzenia Farmaceutycznego Cefarm-Lublin S.A.,"Wójta Radtkego 49, 81-355 Gdynia",2262011
apteka,BRL CENTER-POLSKA SP. Z O.O.,"Staromłyńska 2a, 84-200 Wejherowo",
apteka,"APTEKA ""PRZY FALOWCU"" PIOTR CZERNIAWSKI","Wolności 21 B, 80-541 Gdańsk",
apteka,PATI Sp. z o.o.,"Rajska 10, 80-850 Gdańsk",
apteka,"MIĘDZYNARODOWA APTEKA GRABOWSKIEGO LONDYN ""GRABOPHARM"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ","Aleja Zwycięstwa 49, 80-207 Gdańsk",2261011
apteka,"Apteka ""Orłowska"" E.Borowska K.Borowski Sp.j.","Krzemowa 1, 80-041 Gdańsk",2261011
apteka,APTEKA DYŻURNA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,"Kołobrzeska 32, 80-394 Gdańsk",2261011
apteka,APTEKA HELIOS - GRZEGORZ MACIEJEWSKI,"Kaszubska 22b, 83-320 Sulęczyno",2205072
apteka,Zdrowie Sp. z o.o.,"Kociewska 5, 83-230 Smętowo Graniczne",
apteka,Przedsiębiorstwo Zaopatrzenia Farmaceutycznego Cefarm-Lublin s.a.,"Karmelicka 1, 80-851 Gdańsk",2261011
apteka,"MONIKA GAJEWSKA APTEKA ""TRADYCYJNA""","Jana Kozietulskiego 1, 80-156 Gdańsk",2261011
apteka,"""NUGAT"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ","Świętojańska 5-7, 81-368 Gdynia",2262011
apteka,CEFARM SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,"Szeroka 21, 80-835 Gdańsk",
apteka,CEFARM SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,"płk. Stanisława Dąbka 193, 81-167 Gdynia",2262011
apteka,"FIRMA USŁUGOWO-HANDLOWA ""SERWIS"" MGR ADAM TRUCHANOWICZ","Kościerska 37, 83-210 Zblewo",
apteka,Euro-Apteka Sp. z o.o.,"Świętojańska 122, 81-388 Gdynia",2262011
apteka,ALLIUM ANDERSZ CYBULSKI SPÓŁKA JAWNA,"Bosmańska 44, 81-116 Gdynia",2262011
apteka,Apteka Łozowscy Sp. z o.o. spółka jawna,"Derdowskiego 18, 84-230 Rumia",2215021
apteka,CEFARM SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,"Ostrołęcka 3, 80-180 Gdańsk",2261011
apteka,JWB SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,"Chylońska 46, 81-041 Gdynia",
apteka,"ARNIKA - Anna Tarczoń, Elżbieta Grzanko sp. z o. o.","Juliusza Słowackiego 75, 82-200 Malbork",2209011
apteka,Panaceum A.B.D. Zielińscy spółka jawna,"Wojska Polskiego 14, 83-000 Pruszcz Gdański",2204011
apteka,IZMAR Sp. z o.o.,"Starowiejska 23, 81-363 Gdynia",2262011
apteka,Euro-Apteka Sp. z o.o.,"Wileńska 38, 76-200 Słupsk",2263011
apteka,IZMAR Sp. z o.o.,"Bytomska 20, 81-509 Gdynia",
apteka,Apte. PL A.T. Hinz Sp.j.,"Obwodowa 35E, 84-240 Reda",2215011
apteka,MAGDALENA KREFT-GAWIN,"Staszica Stanisława 13, 83-400 Kościerzyna",
apteka,MEDIX SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,"Czyżykowska 37, 83-110 Tczew",2214011
apteka,IZMAR Sp. z o.o.,"Wiceadmirała Kazimierza Porębskiego 9, 81-185 Gdynia",
apteka,ORION TRADING Sp. z o.o.,"Wolności 6, 76-200 Słupsk",2263011
apteka,Apteka Rodzinna spółka jawna I.Bednarek-Kuna,"Przedszkolna 34, 83-050 Kolbudy",2204032
apteka,APTEKA MANDRAGORA MGR FARM. PIOTR PASTERNAK,"Łąkowa 33, 82-550 Prabuty",2207043
apteka,"ANNA SOSNOWSKA APTEKA ""POD LIPĄ"" MGR FARM. ANNA SOSNOWSKA","Wiślana 23, 82-103 Drewnica",
apteka,"APTEKA ""PO ZDROWIE"" MGR FARM DOROTA KALICKA","Otwarta 4, 80-169 Gdańsk",
apteka,Apte. PL A.T. Hinz Sp.j.,"I Brygady Pancernej Wojska Polskiego 28, 84-200 Wejherowo",2215031
apteka,POLIFARM Sp. z o.o.,"Aleja Solidarności 11, 83-110 Tczew",2214011
apteka,APTEKA DYŻURNA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,"Antoniego Abrahama 70, 81-393 Gdynia",2262011
apteka,Apteka Łozowscy Sp. z o.o. spółka jawna,"Sobieskiego 10A, 84-230 Rumia",
apteka,Apteka Wałowa II Sp. z o.o.,"Konstantego Ildefonsa Gałczyńskiego 2, 80-524 Gdańsk",2261011
apteka,"""RAFARM"" RAFAŁ WLAZŁO","Bohaterów Westerplatte 7, 76-200 Słupsk",
apteka,WRACAM DO ZDROWIA 11 SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,"Romualda Traugutta 30, 83-200 Starogard Gdański",2213031
apteka,SUPER-PHARM POLAND SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,"Złota Karczma 26, 80-298 Gdańsk",2261011
apteka,"APTEKA ""HERBA"" IZABELA POTOCKA","Adama Mickiewicza 1/3, 80-425 Gdańsk",2261011
apteka,"APTEKA ""ANTIDOTUM"" S.C. BOGUMIŁA SINKIEWICZ, MARCIN SINKIEWICZ","gen. Józefa Sowińskiego 2, 80-143 Gdańsk",
apteka,MEDIX SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,"Jedności Narodu 16, 83-110 Tczew",2214011
apteka,"Przedsiębiorstwo Produkcyjno-Handlowe ""APIMEX"" Sp. z o.o.","Juliusza Słowackiego 4, 76-200 Słupsk",2263011
apteka,FIRMA HANDLOWO- USŁUGOWA ~PARTNER~ SYLWIA GĄSIENICA,"Marynarki Polskiej 31, 76-270 Ustka",2212011
apteka,BRL CENTER-POLSKA SP. Z O.O.,"Morska 82, 81-225 Gdynia",
apteka,"OPTIMUM Anna Złotnicka-Plucińska, Wojciech Pluciński Sp.j.","Szczecińska 13, 77-300 Człuchów",2203011
apteka,PROFIT FARMAKON Spółka z ograniczoną odpowiedzialnością Spółka Jawna,"Toruńska 6, 84-300 Lębork",2208011
apteka,Apteka Medpharma Sp. z o.o.,"Jana Pawła II 5, 83-200 Starogard Gdański",2213031
apteka,"APTEKA ""PRZY GILDII"", Apteka ""Rodzinna"", Apteka Centrum Leków Sylwia Kaszubowska-Szopka","Marynarki Wojennej 6, 82-220 Stare Pole",
apteka,AG CONSULT Anna Gawin,"Gdyńska 50, 83-330 Żukowo",
apteka,APTEKA DYŻURNA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,"Chwaszczyńska 21C, 81-571 Gdynia",
apteka,GRAFKOM SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,"Gdyńska 3A, 80-340 Gdańsk",2261011
apteka,"""AVENA SATIVA"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ","Sobieskiego 1, 77-300 Człuchów",2203011
apteka,"APTEKA ""HELSKA"" S.C.","Wiejska 97, 84-150 Hel",
apteka,JOANNA SANKOWSKA,"Pożarna 2A, 83-330 Żukowo",2205083
apteka,Apteka Kociewska Jadwiga Droszkowska Joanna Ruda i Wspólnicy Sp.j.,"Kopernika 8A, 83-140 Gniew",2214024
apteka,DYŻURNA GDAŃSK FARM4 SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA JAWNA,"Wały Jagiellońskie 28/30, 80-853 Gdańsk",2261011
apteka,Apte. PL A.T. Hinz Sp.j.,"Pucka 20, 84-200 Wejherowo",2215031
apteka,Apte. PL A.T. Hinz Sp.j.,"Kociewska 10, 84-200 Wejherowo",
apteka,APTEKA IM. J. WEJHERA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,"Gospody 3a, 80-344 Gdańsk",2261011
apteka,"Dorota Trylewicz Apteka ""ŁEBSKA""","10 Marca 2, 84-360 Łeba",
apteka,MAX FARM Sp. z o.o.,"3 Maja 26, 82-500 Kwidzyn",2207011
apteka,Apteki Świetlikowskich Sp.j.,"Korzenna 19, 81-587 Gdynia",2262011
apteka,AG CONSULT Anna Gawin,"Kartuska 24, 83-304 Przodkowo",
apteka,APTEKA MEDICA M. KUPIS S. PIOTROWSKA-LEWANDOWSKA SPÓŁKA JAWNA,"Fryderyka Chopina 36, 83-000 Pruszcz Gdański",
apteka,"APTEKA ""POD GRYFEM"" ANDRZEJ NADOLSKI","Jodłowa 53A, 76-200 Słupsk",
apteka,Apte. PL A.T. Hinz Sp.j.,"Jakuba Wejhera 25, 80-346 Gdańsk",
apteka,Apteki Gdańskie Spółka z ograniczoną odpowiedzialnością,"Aleja ks. Józefa Waląga 4, 83-000 Pruszcz Gdański",2204011
apteka,I-MED. M.Pacer Sp.j.,"Podchorążych 8, 81-133 Gdynia",2262011
apteka,"""VITAL BJ"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ","Marii Skłodowskiej-Curie 7, 83-400 Kościerzyna",
apteka,Przedsiębiorstwo Zaopatrzenia Farmaceutycznego Cefarm-Lublin s.a.,"Rynek 10, 83-300 Kartuzy",2205024
apteka,Przedsiębiorstwo Zaopatrzenia Farmaceutycznego Cefarm-Lublin S.A.,"Gdańska 40, 83-330 Żukowo",2205083
apteka,CHABROWA MR Sp. z o.o.,"Armii Krajowej 44, 81-366 Gdynia",2262011
apteka,Apte. PL A.T. Hinz Sp.j.,"Derdowskiego 21, 84-230 Rumia",
apteka,Apteka Ustecka Sp. z o. o.,"Stefana Żeromskiego 5, 76-270 Ustka",2212011
apteka,"Apteka ""Pod Filarami"" K.Pietrzak, K.Karolak Sp.j.","gen. Józefa Hallera 19, 84-120 Władysławowo",2211044
apteka,Apteka Wałowa II Sp. z o.o.,"Chałubińskiego Tytusa 29, 80-809 Gdańsk",2261011
apteka,Apteka Łozowscy Sp. z o.o. spółka jawna,"Wawelska 23, 80-034 Gdańsk",
apteka,"APTEKA ""GEMINI"" HUTTER Sp. z o.o.","Bolesława Chrobrego 1, 81-756 Sopot",
apteka,"APTEKA ""GEMINI"" HUTTER Sp. z o.o.","Jagiellońska 4, 80-371 Gdańsk",
apteka,APTEKI POMORSKIE Spółka z ograniczoną odpowiedzialnością,"Wolności 30, 84-300 Lębork",
apteka,"""GAP"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ","Żwirki i Wigury 12, 80-463 Gdańsk",2261011
apteka,"APTEKA ""RODZINNA"" MARTA OLKOWSKA","Wacława Balcerskiego 2, 80-299 Gdańsk",
apteka,Super-Pharm Poland Sp. z o.o.,"Aleja Grunwaldzka 141, 80-264 Gdańsk",2261011
apteka,MEDIX SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,"Armii Krajowej 19e, 83-110 Tczew",2214011
apteka,"APTEKA ""GEMINI"" HUTTER Sp. z o.o.","Armii Krajowej 74, 83-110 Tczew",
apteka,APTEKA STAROWIEJSKA SPÓŁKA JAWNA WOLNIEWICZ I WSPÓLNICY,"Ofiar Stutthofu 8, 84-242 Luzino",2215072
apteka,MEDIX SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,"Wojska Polskiego 16a, 83-110 Tczew",2214011
apteka,APTEKI POMORSKIE Spółka z ograniczoną odpowiedzialnością,"Kaszubska 4cde, 84-200 Wejherowo",
apteka,DYŻURNA GDYNIA FARM1 SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA JAWNA,"Morska 174, 81-225 Gdynia",
apteka,"""APTEKA POD LAMPIONAMI"" MGR FARM. DOROTA KALICKA","Powstańców Warszawy 21, 83-000 Pruszcz Gdański",
apteka,"Apteka ""Słoneczna"" Przemysław Buda","Czerska 1, 83-242 Osieczna",
apteka,APTEKA STAROWIEJSKA SPÓŁKA JAWNA WOLNIEWICZ I WSPÓLNICY,"Grunwaldzka 108, 84-230 Rumia",2215021
apteka,"""POD TEMIDĄ"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ","Kartuska 17, 80-103 Gdańsk",2261011
apteka,APTEKI DLA WAS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,"Świętokrzyska 4, 80-041 Gdańsk",2261011
apteka,"""GAP"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ","Żwirki i Wigury 6, 80-463 Gdańsk",2261011
apteka,Apteka Wałowa II Sp. z o.o.,"Sojowa 22, 81-589 Gdynia",
apteka,APTEKA MEDIQUS BAJ SMALEC SPÓŁKA JAWNA,"gen. Broni Władysława Sikorskiego 2A, 81-175 Gdynia",2262011
apteka,Apteka Wałowa II Sp. z o.o.,"Wałowa 27, 80-858 Gdańsk",2261011
apteka,GEMINI SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,"Łagiewniki 48, 80-855 Gdańsk",
apteka,I-MED. M.Pacer Sp.j.,"Wojska Polskiego 16, 84-100 Puck",2211031
apteka,MEDIX SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,"Żwirki 49, 83-110 Tczew",2214011
apteka,APTEKA IM. J. WEJHERA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,"Osiedle Mikołaja Kopernika 21, 83-200 Starogard Gdański",2213031
apteka,APTEKA IM. J. WEJHERA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,"Bohaterów Starówki Warszawskiej 6, 81-455 Gdynia",2262011
apteka,"OPTIMUM ANNA ZŁOTNICKA-PLUCIŃSKA,WOJCIECH PLUCIŃSKI SPÓŁKA JAWNA","Strzelecka 2, 77-310 Debrzno",2203044
apteka,GEMINI Sp. z o.o.,"Tadeusza Kościuszki 48, 82-200 Malbork",
apteka,"OPTIMUM Anna Złotnicka-Plucińska, Wojciech Pluciński Sp.j.","ks. dr Bernarda Sychty 3, 77-100 Bytów",2201024
apteka,APTEKA IM. J. WEJHERA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,"Zbigniewa Burzyńskiego 1, 80-462 Gdańsk",2261011
apteka,Apteka Wałowa II Sp. z o.o.,"Kopernika Mikołaja 1, 83-110 Tczew",
apteka,"""ZDROWIE"" MGR FARM. DOROTA KALICKA","Gdańska 59A, 83-330 Żukowo",
apteka,Euro-Apteka Sp. z o.o.,"Szczecińska 58, 76-200 Słupsk",
apteka,Janik Sp.j.,"Słupska 3, 83-340 Sierakowice",2205042
apteka,Janik Sp.j.,"Lęborska 27, 83-340 Sierakowice",
apteka,FARMJUG Sp. z o.o.,"Długa 36D, 83-307 Kiełpino",2205025
apteka,Apte. PL A.T. Hinz Sp.j.,"Konstantego Ildefonsa Gałczyńskiego 4, 80-526 Gdańsk",2261011
apteka,DYŻURNA SŁUPSK FARM4 SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA JAWNA,"Tuwima 32-33, 76-200 Słupsk",2263011
apteka,APTEKA 'STAROWIEJSKA' Lucyna Wolniewicz,"Słupska 4, 83-340 Sierakowice",2205042
apteka,DYŻURNA GDAŃSK FARM4 SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA JAWNA,"Wilhelma Stryjewskiego 27, 80-625 Gdańsk",
apteka,DYŻURNA GDYNIA FARM1 SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA JAWNA,"Bosmańska 45, 81-116 Gdynia",
apteka,DYŻURNA GDYNIA FARM1 SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA JAWNA,"Wejhera 9, 84-100 Puck",
apteka,Zespół Opieki Zdrowotnej MEDICAL Sp. z o.o.,"Osiedle Witosa 10, 83-140 Gniew",2214024
apteka,ZESPÓŁ OPIEKI ZDROWOTNEJ MEDICAL SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,"Sportowa 1B, 83-032 Pszczółki",2204062
apteka,WRACAM DO ZDROWIA 1 Spółka z ograniczoną odpowiedzalnością,"Świętopełka 16, 89-600 Chojnice",2202011
apteka,WRACAM DO ZDROWIA 1 Spółka z ograniczoną odpowiedzalnością,"Dworcowa 3, 77-200 Miastko",2201064
apteka,WRACAM DO ZDROWIA 1 Spółka z ograniczoną odpowiedzalnością,"Wolności 7, 77-330 Czarne",2203024
apteka,WRACAM DO ZDROWIA 2 Spółka z ograniczoną odpowiedzialnością,"Dworcowa 1, 84-150 Hel",2211011
apteka,WRACAM DO ZDROWIA 2 Spółka z ograniczoną odpowiedzialnością,"Gdańska 7, 84-240 Reda",2215011
apteka,WRACAM DO ZDROWIA 1 Spółka z ograniczoną odpowiedzalnością,"Łąkowa 27, 82-550 Prabuty",2207044
apteka,WRACAM DO ZDROWIA 2 Spółka z ograniczoną odpowiedzialnością,"Mickiewicza 21A, 83-130 Pelplin",2214044
apteka,WRACAM DO ZDROWIA 2 Spółka z ograniczoną odpowiedzialnością,"Wybickiego 25, 83-250 Skarszewy",2213094
apteka,GEMINI Sp. z o.o.,"Chopina 27, 82-500 Kwidzyn",
apteka,Apteka Źródło Zdrowia Aldona Dębińska-Semeniuk,"Obrońców Wybrzeża 1, 80-398 Gdańsk",
apteka,Krystyna Kulińska PHARMAKUL,"ks. Franciszka Motylewskiego 17, 83-315 Szymbark",
apteka,Karolina Jagodzińska,"Starogardzka 29, 83-240 Lubichowo",2213062
apteka,"OPTIMUM Anna Złotnicka-Plucińska, Wojciech Pluciński Sp.j.","Drzymały 33, 89-600 Chojnice",2202011
apteka,"KATARZYNA PIETRZAK APTEKA "" KASZUB "" mgr farm. Katarzyna Pietrzak.","Sportowa 1, 84-122 Żelistrzewo",2211072
